Method,nlist,m,nprobe,L,Recall,Latency(us)
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=8,L=100,0.7595,1767
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=8,L=200,0.856,1797
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=8,L=500,0.928,1842
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=12,L=100,0.7255,1979
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=12,L=200,0.839,2207
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=12,L=500,0.936,1985
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=16,L=100,0.686,1865
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=16,L=200,0.825,1864
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=16,L=500,0.9305,1836
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=20,L=100,0.652,1890
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=20,L=200,0.799,1960
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=20,L=500,0.921,1957
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=24,L=100,0.622,1947
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=24,L=200,0.772,1938
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=24,L=500,0.907,2019
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=32,L=100,0.588,2129
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=32,L=200,0.7435,2460
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=32,L=500,0.89,2202
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=64,L=100,0.5145,2540
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=64,L=200,0.6615,2768
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=64,L=500,0.829,2612
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=128,L=100,0.446,3470
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=128,L=200,0.5855,3354
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=128,L=500,0.7445,3507
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=4,L=100,0.658,1858
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=4,L=200,0.7555,1813
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=4,L=500,0.853,1738
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=8,L=100,0.5975,1892
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=8,L=200,0.7355,1949
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=8,L=500,0.865,1919
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=12,L=100,0.539,1811
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=12,L=200,0.6905,1944
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=12,L=500,0.841,1989
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=16,L=100,0.498,1910
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=16,L=200,0.6575,1904
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=16,L=500,0.825,1831
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=20,L=100,0.4685,1886
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=20,L=200,0.623,1994
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=20,L=500,0.8,1810
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=24,L=100,0.4395,2273
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=24,L=200,0.588,2197
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=24,L=500,0.7805,2135
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=32,L=100,0.4065,2175
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=32,L=200,0.549,2045
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=32,L=500,0.749,2095
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=64,L=100,0.332,2284
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=64,L=200,0.4605,2376
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=64,L=500,0.6495,2258
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=128,L=100,0.277,2860
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=128,L=200,0.3915,2813
IVF-PQ(pthread)+Rerank,nlist=128,m=8,nprobe=128,L=500,0.571,2955
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=4,L=100,0.7415,1917
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=4,L=200,0.7965,2355
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=4,L=500,0.8165,2086
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=8,L=100,0.731,2268
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=8,L=200,0.8375,1813
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=8,L=500,0.8995,1818
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=12,L=100,0.683,1906
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=12,L=200,0.8195,1793
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=12,L=500,0.9215,1716
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=16,L=100,0.653,1874
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=16,L=200,0.7925,1942
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=16,L=500,0.9225,2031
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=20,L=100,0.6185,1859
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=20,L=200,0.769,1890
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=20,L=500,0.9185,1850
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=24,L=100,0.5915,1901
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=24,L=200,0.745,1848
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=24,L=500,0.905,1893
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=32,L=100,0.551,1935
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=32,L=200,0.702,2005
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=32,L=500,0.879,2055
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=64,L=100,0.454,2416
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=64,L=200,0.6,2207
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=64,L=500,0.799,2332
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=128,L=100,0.3745,2340
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=128,L=200,0.5115,2603
IVF-PQ(pthread)+Rerank,nlist=256,m=16,nprobe=128,L=500,0.7045,2563
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=4,L=100,0.765,1810
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=4,L=200,0.8045,1702
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=4,L=500,0.816,1643
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=8,L=100,0.772,1775
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=8,L=200,0.8615,2170
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=8,L=500,0.9075,1768
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=12,L=100,0.735,1811
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=12,L=200,0.857,2760
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=12,L=500,0.9295,2102
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=16,L=100,0.695,2075
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=16,L=200,0.8395,2108
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=16,L=500,0.933,2071
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=20,L=100,0.6685,2103
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=20,L=200,0.819,2083
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=20,L=500,0.9305,1927
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=24,L=100,0.6475,1931
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=24,L=200,0.8005,1969
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=24,L=500,0.9305,1906
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=32,L=100,0.6005,1992
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=32,L=200,0.762,1894
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=32,L=500,0.912,1924
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=64,L=100,0.499,2210
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=64,L=200,0.6585,2124
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=64,L=500,0.849,2107
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=128,L=100,0.43,2458
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=128,L=200,0.5635,2989
IVF-PQ(pthread)+Rerank,nlist=256,m=32,nprobe=128,L=500,0.7685,2844
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=4,L=100,0.7715,1970
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=4,L=200,0.8095,1878
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=4,L=500,0.822,1842
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=8,L=100,0.778,1861
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=8,L=200,0.866,1803
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=8,L=500,0.913,1805
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=12,L=100,0.741,1831
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=12,L=200,0.86,1681
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=12,L=500,0.933,1875
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=16,L=100,0.7065,1948
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=16,L=200,0.8475,2170
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=16,L=500,0.938,1908
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=20,L=100,0.6825,1995
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=20,L=200,0.8255,1923
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=20,L=500,0.933,1858
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=24,L=100,0.6475,1923
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=24,L=200,0.7995,1910
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=24,L=500,0.9305,1918
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=32,L=100,0.6125,1982
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=32,L=200,0.771,2036
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=32,L=500,0.9205,1898
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=64,L=100,0.5035,2139
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=64,L=200,0.6645,2082
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=64,L=500,0.8485,2112
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=128,L=100,0.4305,2538
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=128,L=200,0.566,2561
IVF-PQ(pthread)+Rerank,nlist=256,m=48,nprobe=128,L=500,0.7795,2599
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=4,L=100,0.6705,1683
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=4,L=200,0.7595,1588
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=4,L=500,0.8085,1593
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=8,L=100,0.635,1612
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=8,L=200,0.761,1622
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=8,L=500,0.878,1617
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=12,L=100,0.59,1744
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=12,L=200,0.732,1694
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=12,L=500,0.876,1814
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=16,L=100,0.5435,1845
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=16,L=200,0.6895,1781
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=16,L=500,0.856,1749
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=20,L=100,0.518,1805
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=20,L=200,0.6665,1869
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=20,L=500,0.838,2325
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=24,L=100,0.498,1945
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=24,L=200,0.6415,1873
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=24,L=500,0.821,1865
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=32,L=100,0.45,1807
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=32,L=200,0.5895,1838
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=32,L=500,0.786,1806
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=64,L=100,0.3535,2193
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=64,L=200,0.4905,2170
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=64,L=500,0.6785,2190
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=128,L=100,0.2825,2564
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=128,L=200,0.398,2387
IVF-PQ(pthread)+Rerank,nlist=256,m=8,nprobe=128,L=500,0.5825,2422
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=4,L=100,0.703,1771
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=4,L=200,0.7405,1835
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=4,L=500,0.748,1941
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=8,L=100,0.745,1778
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=8,L=200,0.8235,1749
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=8,L=500,0.863,1758
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=12,L=100,0.727,1738
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=12,L=200,0.832,1870
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=12,L=500,0.9,1907
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=16,L=100,0.7085,1915
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=16,L=200,0.8275,1835
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=16,L=500,0.9175,1694
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=20,L=100,0.6745,1717
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=20,L=200,0.805,1687
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=20,L=500,0.9165,1677
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=24,L=100,0.644,1922
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=24,L=200,0.787,1866
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=24,L=500,0.9165,1802
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=32,L=100,0.601,1909
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=32,L=200,0.766,1768
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=32,L=500,0.9075,1762
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=64,L=100,0.488,1839
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=64,L=200,0.6555,1803
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=64,L=500,0.8455,2467
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=128,L=100,0.3915,2560
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=128,L=200,0.5345,2427
IVF-PQ(pthread)+Rerank,nlist=512,m=16,nprobe=128,L=500,0.751,2728
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=4,L=100,0.72,2130
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=4,L=200,0.745,1916
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=4,L=500,0.748,1778
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=8,L=100,0.773,1761
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=8,L=200,0.8435,1759
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=8,L=500,0.8625,1883
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=12,L=100,0.7585,1868
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=12,L=200,0.856,1759
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=12,L=500,0.906,1841
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=16,L=100,0.7425,1743
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=16,L=200,0.8545,1709
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=16,L=500,0.9305,1771
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=20,L=100,0.708,2627
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=20,L=200,0.835,2167
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=20,L=500,0.9315,1977
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=24,L=100,0.683,2028
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=24,L=200,0.8215,1873
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=24,L=500,0.9365,1879
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=32,L=100,0.646,1860
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=32,L=200,0.793,1903
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=32,L=500,0.932,1898
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=64,L=100,0.5415,2025
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=64,L=200,0.6945,2003
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=64,L=500,0.8825,2033
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=128,L=100,0.447,2357
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=128,L=200,0.5905,2254
IVF-PQ(pthread)+Rerank,nlist=512,m=32,nprobe=128,L=500,0.7915,2343
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=4,L=100,0.725,1834
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=4,L=200,0.744,1836
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=4,L=500,0.748,1850
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=8,L=100,0.775501,1849
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=8,L=200,0.844,1754
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=8,L=500,0.8625,1808
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=12,L=100,0.7615,1781
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=12,L=200,0.8585,1705
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=12,L=500,0.905,1851
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=16,L=100,0.7415,1772
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=16,L=200,0.862,1770
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=16,L=500,0.929,2087
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=20,L=100,0.713,1845
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=20,L=200,0.844,1827
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=20,L=500,0.933,1887
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=24,L=100,0.6895,1859
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=24,L=200,0.8295,1785
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=24,L=500,0.9365,1895
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=32,L=100,0.6535,1908
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=32,L=200,0.798,1874
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=32,L=500,0.9375,1879
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=64,L=100,0.5535,2043
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=64,L=200,0.699,2093
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=64,L=500,0.888,2098
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=128,L=100,0.4575,2508
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=128,L=200,0.595,2384
IVF-PQ(pthread)+Rerank,nlist=512,m=48,nprobe=128,L=500,0.798,2289
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=4,L=100,0.6665,1686
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=4,L=200,0.729,1886
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=4,L=500,0.7465,1720
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=8,L=100,0.668,1726
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=8,L=200,0.784,1919
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=8,L=500,0.8555,2253
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=12,L=100,0.63,1924
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=12,L=200,0.775,1903
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=12,L=500,0.8815,1862
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=16,L=100,0.593,1984
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=16,L=200,0.751,1880
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=16,L=500,0.892,1876
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=20,L=100,0.557,1910
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=20,L=200,0.7165,2090
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=20,L=500,0.877,1849
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=24,L=100,0.53,1909
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=24,L=200,0.686,1864
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=24,L=500,0.8635,1764
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=32,L=100,0.489,1870
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=32,L=200,0.6485,1871
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=32,L=500,0.84,1907
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=64,L=100,0.3865,2016
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=64,L=200,0.5325,2038
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=64,L=500,0.742,2631
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=128,L=100,0.2865,2502
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=128,L=200,0.4135,2285
IVF-PQ(pthread)+Rerank,nlist=512,m=8,nprobe=128,L=500,0.621,2344
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=4,L=100,0.747,1760
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=4,L=200,0.8395,1842
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=4,L=500,0.8945,2035
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=8,L=100,0.705,1761
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=8,L=200,0.822,1801
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=8,L=500,0.918,1760
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=12,L=100,0.668,1840
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=12,L=200,0.7915,1869
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=12,L=500,0.9135,1867
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=16,L=100,0.638,1997
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=16,L=200,0.767,1945
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=16,L=500,0.901,1907
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=20,L=100,0.609,2140
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=20,L=200,0.744,2093
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=20,L=500,0.888,2149
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=24,L=100,0.5915,2287
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=24,L=200,0.7245,2232
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=24,L=500,0.8765,2295
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=32,L=100,0.5655,2367
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=32,L=200,0.705,2382
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=32,L=500,0.862,2364
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=64,L=100,0.505,2812
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=64,L=200,0.6365,3174
IVF-PQ(pthread)+Rerank,nlist=64,m=16,nprobe=64,L=500,0.7955,2760
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=4,L=100,0.78,1887
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=4,L=200,0.851,1778
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=4,L=500,0.897,1737
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=8,L=100,0.739,1951
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=8,L=200,0.847,1875
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=8,L=500,0.931,1801
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=12,L=100,0.717,2034
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=12,L=200,0.829,2022
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=12,L=500,0.9335,1987
